timestamp,open,high,low,close,volume
2026-01-01 00:00:00,87608.3,87671.7,87600.0,87671.6,289.166
2026-01-01 00:05:00,87671.6,87791.9,87671.6,87734.5,367.823
2026-01-01 00:10:00,87734.5,87734.5,87705.0,87705.0,95.626
2026-01-01 00:15:00,87705.0,87735.0,87705.0,87735.0,88.213
2026-01-01 00:20:00,87734.9,87747.3,87733.9,87736.9,78.218
2026-01-01 00:25:00,87737.0,87754.0,87734.1,87746.4,70.469
2026-01-01 00:30:00,87746.3,87747.0,87716.2,87716.3,100.521
2026-01-01 00:35:00,87716.3,87731.8,87701.7,87721.8,77.075
2026-01-01 00:40:00,87721.8,87729.3,87706.2,87715.0,65.621
2026-01-01 00:45:00,87715.0,87783.8,87714.9,87783.8,76.91
2026-01-01 00:50:00,87783.8,87800.0,87762.8,87772.2,148.811
2026-01-01 00:55:00,87772.2,87819.0,87767.3,87773.4,112.587
2026-01-01 01:00:00,87773.4,87829.1,87773.3,87821.0,102.522
2026-01-01 01:05:00,87821.0,87929.0,87820.9,87929.0,484.781
2026-01-01 01:10:00,87928.9,87983.3,87905.4,87960.8,319.1
2026-01-01 01:15:00,87960.9,88021.4,87907.7,87908.7,359.23
2026-01-01 01:20:00,87908.7,87930.7,87871.7,87903.3,333.928
2026-01-01 01:25:00,87903.2,87903.3,87833.6,87837.5,86.278
2026-01-01 01:30:00,87837.4,87866.5,87837.4,87855.0,63.509
2026-01-01 01:35:00,87855.0,87855.1,87797.9,87808.3,177.902
2026-01-01 01:40:00,87808.3,87858.7,87808.3,87858.6,70.025
2026-01-01 01:45:00,87858.7,87913.4,87841.2,87875.4,145.705
2026-01-01 01:50:00,87875.4,87976.1,87875.4,87966.8,194.088
2026-01-01 01:55:00,87966.8,87980.0,87916.5,87916.5,104.068
2026-01-01 02:00:00,87916.6,87919.9,87869.3,87919.7,113.744
2026-01-01 02:05:00,87919.8,87996.9,87919.7,87996.9,101.429
2026-01-01 02:10:00,87996.8,87997.5,87948.3,87963.1,120.716
2026-01-01 02:15:00,87963.1,88065.0,87952.5,87967.4,345.781
2026-01-01 02:20:00,87967.4,87998.3,87933.8,87934.3,154.548
2026-01-01 02:25:00,87934.4,87934.4,87904.2,87925.6,58.047
2026-01-01 02:30:00,87925.6,88029.2,87914.1,87966.1,354.69
2026-01-01 02:35:00,87966.0,87970.0,87913.9,87962.4,107.995
2026-01-01 02:40:00,87962.3,87977.0,87914.7,87928.4,101.636
2026-01-01 02:45:00,87928.3,87938.5,87881.5,87899.9,166.024
2026-01-01 02:50:00,87899.8,87899.9,87866.3,87873.7,84.74
2026-01-01 02:55:00,87873.7,87928.2,87866.0,87884.6,186.472
2026-01-01 03:00:00,87884.6,87888.0,87854.8,87888.0,95.875
2026-01-01 03:05:00,87888.0,87928.2,87876.5,87896.4,191.115
2026-01-01 03:10:00,87896.4,87968.5,87896.4,87962.4,126.912
2026-01-01 03:15:00,87962.3,87995.0,87941.6,87990.3,143.712
2026-01-01 03:20:00,87990.3,87990.4,87899.1,87899.2,72.613
2026-01-01 03:25:00,87899.2,87921.6,87863.4,87900.0,100.799
2026-01-01 03:30:00,87900.1,87915.5,87875.0,87902.5,53.098
2026-01-01 03:35:00,87902.5,87925.0,87902.4,87907.5,72.435
2026-01-01 03:40:00,87907.4,87925.0,87903.3,87907.6,41.933
2026-01-01 03:45:00,87907.6,87907.7,87873.4,87886.7,56.241
2026-01-01 03:50:00,87886.7,87886.8,87813.2,87840.5,96.764
2026-01-01 03:55:00,87840.5,87850.0,87801.9,87824.6,143.055
2026-01-01 04:00:00,87824.6,87831.6,87777.5,87781.6,126.038
2026-01-01 04:05:00,87781.7,87785.7,87673.2,87679.2,373.315
2026-01-01 04:10:00,87679.2,87696.0,87608.3,87625.7,342.414
2026-01-01 04:15:00,87625.7,87630.0,87508.4,87539.0,519.415
2026-01-01 04:20:00,87539.0,87616.8,87539.0,87602.2,230.683
2026-01-01 04:25:00,87602.1,87668.0,87593.4,87605.6,228.174
2026-01-01 04:30:00,87605.6,87639.7,87574.6,87582.4,202.016
2026-01-01 04:35:00,87582.4,87599.7,87562.0,87590.6,127.005
2026-01-01 04:40:00,87590.7,87625.0,87528.0,87528.2,154.227
2026-01-01 04:45:00,87528.3,87647.3,87528.3,87596.2,253.446
2026-01-01 04:50:00,87596.3,87596.3,87570.0,87570.0,76.32
2026-01-01 04:55:00,87570.1,87593.9,87566.9,87567.0,140.255
2026-01-01 05:00:00,87566.9,87646.1,87566.9,87644.5,110.819
2026-01-01 05:05:00,87644.5,87701.2,87644.4,87682.3,145.651
2026-01-01 05:10:00,87682.3,87694.9,87669.6,87669.7,55.257
2026-01-01 05:15:00,87669.7,87709.1,87669.6,87687.1,61.438
2026-01-01 05:20:00,87687.1,87687.1,87624.1,87674.8,135.351
2026-01-01 05:25:00,87674.9,87683.5,87642.7,87680.0,46.77
2026-01-01 05:30:00,87680.0,87720.6,87620.0,87700.7,241.504
2026-01-01 05:35:00,87700.6,87700.7,87662.6,87667.6,38.172
2026-01-01 05:40:00,87667.7,87674.4,87654.4,87674.3,48.179
2026-01-01 05:45:00,87674.4,87680.6,87667.5,87667.5,38.819
2026-01-01 05:50:00,87667.5,87700.0,87667.5,87674.6,61.782
2026-01-01 05:55:00,87674.6,87674.7,87674.6,87674.7,19.42
2026-01-01 06:00:00,87674.7,87674.7,87630.2,87643.2,110.193
2026-01-01 06:05:00,87643.2,87643.2,87605.0,87609.2,78.242
2026-01-01 06:10:00,87609.3,87625.4,87602.8,87624.6,159.645
2026-01-01 06:15:00,87624.6,87635.3,87621.4,87621.5,51.639
2026-01-01 06:20:00,87621.4,87630.3,87621.4,87630.2,21.87
2026-01-01 06:25:00,87630.2,87635.3,87623.1,87632.6,35.188
2026-01-01 06:30:00,87632.6,87646.7,87632.6,87646.7,76.355
2026-01-01 06:35:00,87646.6,87646.8,87637.5,87646.8,32.09
2026-01-01 06:40:00,87646.7,87646.8,87621.6,87630.6,112.394
2026-01-01 06:45:00,87630.6,87635.6,87630.6,87630.7,25.379
2026-01-01 06:50:00,87630.6,87630.7,87626.0,87626.0,37.766
2026-01-01 06:55:00,87626.0,87630.1,87621.5,87621.5,38.203
2026-01-01 07:00:00,87621.6,87626.6,87618.2,87619.8,74.067
2026-01-01 07:05:00,87619.7,87640.1,87619.7,87628.5,102.097
2026-01-01 07:10:00,87628.4,87628.5,87558.5,87615.5,149.366
2026-01-01 07:15:00,87615.5,87639.7,87615.4,87637.8,107.587
2026-01-01 07:20:00,87637.8,87637.8,87620.5,87626.2,67.831
2026-01-01 07:25:00,87626.2,87626.3,87570.0,87572.6,86.967
2026-01-01 07:30:00,87572.7,87631.0,87572.7,87631.0,68.55
2026-01-01 07:35:00,87630.9,87637.5,87613.5,87618.8,87.254
2026-01-01 07:40:00,87618.8,87627.5,87608.2,87608.3,83.254
2026-01-01 07:45:00,87608.2,87618.5,87590.4,87618.4,56.208
2026-01-01 07:50:00,87618.4,87640.1,87618.4,87640.1,72.693
2026-01-01 07:55:00,87640.0,87640.1,87580.9,87603.7,173.997
2026-01-01 08:00:00,87603.7,87679.2,87590.0,87638.6,414.463
2026-01-01 08:05:00,87638.5,87799.5,87638.5,87785.6,587.833
2026-01-01 08:10:00,87785.6,87790.1,87713.8,87731.1,251.867
2026-01-01 08:15:00,87731.1,87746.8,87683.0,87706.9,159.438
2026-01-01 08:20:00,87706.9,87720.2,87706.7,87706.7,43.925
2026-01-01 08:25:00,87706.7,87710.0,87706.7,87710.0,26.82
2026-01-01 08:30:00,87709.9,87755.3,87709.9,87749.8,172.074
2026-01-01 08:35:00,87749.7,87749.8,87700.3,87711.2,116.537
2026-01-01 08:40:00,87711.3,87715.5,87666.3,87666.4,173.193
2026-01-01 08:45:00,87666.3,87700.4,87666.3,87694.1,78.109
2026-01-01 08:50:00,87694.2,87713.5,87694.1,87706.6,58.045
2026-01-01 08:55:00,87706.6,87745.9,87704.6,87741.5,72.984
2026-01-01 09:00:00,87741.5,87748.5,87734.4,87747.8,72.324
2026-01-01 09:05:00,87747.7,87784.5,87716.8,87775.5,130.019
2026-01-01 09:10:00,87775.5,87834.2,87775.5,87822.7,165.566
2026-01-01 09:15:00,87822.7,87941.2,87822.6,87910.0,435.056
2026-01-01 09:20:00,87910.0,87910.1,87803.7,87839.8,197.038
2026-01-01 09:25:00,87839.8,87839.8,87782.8,87799.3,119.759
2026-01-01 09:30:00,87799.3,87811.6,87799.3,87806.3,53.964
2026-01-01 09:35:00,87806.3,87848.1,87799.8,87848.1,110.81
2026-01-01 09:40:00,87848.0,87848.1,87842.3,87842.4,36.336
2026-01-01 09:45:00,87842.3,87842.4,87822.3,87830.9,69.713
2026-01-01 09:50:00,87831.0,87831.0,87821.4,87821.4,51.612
2026-01-01 09:55:00,87821.4,87846.8,87815.6,87846.7,77.35
2026-01-01 10:00:00,87846.8,87853.5,87841.2,87847.5,83.164
2026-01-01 10:05:00,87847.5,87847.5,87820.0,87834.8,76.605
2026-01-01 10:10:00,87834.8,87842.8,87831.0,87831.0,42.128
2026-01-01 10:15:00,87831.1,87831.1,87788.3,87788.3,84.841
2026-01-01 10:20:00,87788.4,87788.4,87753.0,87769.8,92.124
2026-01-01 10:25:00,87769.8,87824.5,87766.1,87824.4,125.658
2026-01-01 10:30:00,87824.4,87832.9,87807.6,87807.7,49.335
2026-01-01 10:35:00,87807.6,87820.0,87796.9,87796.9,40.237
2026-01-01 10:40:00,87797.0,87811.7,87796.9,87800.2,46.791
2026-01-01 10:45:00,87800.2,87801.5,87797.1,87801.5,33.227
2026-01-01 10:50:00,87801.4,87844.2,87801.4,87844.2,61.259
2026-01-01 10:55:00,87844.1,87853.9,87824.2,87833.9,89.293
2026-01-01 11:00:00,87833.8,87846.2,87820.0,87846.2,58.372
2026-01-01 11:05:00,87846.1,87863.9,87830.0,87850.8,106.363
2026-01-01 11:10:00,87850.8,87931.5,87850.8,87892.3,319.911
2026-01-01 11:15:00,87892.4,87949.0,87884.6,87900.0,188.069
2026-01-01 11:20:00,87899.9,87899.9,87889.5,87898.2,34.807
2026-01-01 11:25:00,87898.2,87898.3,87884.3,87890.1,50.495
2026-01-01 11:30:00,87890.1,87925.1,87873.1,87880.0,115.581
2026-01-01 11:35:00,87880.1,87880.1,87839.6,87846.9,145.822
2026-01-01 11:40:00,87846.8,87880.0,87846.8,87880.0,41.429
2026-01-01 11:45:00,87880.0,87936.0,87880.0,87927.1,86.659
2026-01-01 11:50:00,87927.1,87966.0,87924.9,87947.1,228.788
2026-01-01 11:55:00,87947.2,87985.6,87938.2,87980.1,170.875
2026-01-01 12:00:00,87980.1,87984.0,87938.2,87983.9,197.075
2026-01-01 12:05:00,87984.0,87998.8,87953.4,87983.2,199.25
